c_square,EcoRegion,ICESRect,StatArea
1500:123:467:1,Greater North Sea,34F3,27.4.c
1500:123:467:2,Greater North Sea,34F3,27.4.c
1500:123:467:3,Greater North Sea,34F3,27.4.c
1500:123:467:4,Greater North Sea,34F3,27.4.c
1500:123:468:1,Greater North Sea,34F3,27.4.c
1500:123:468:2,Greater North Sea,34F3,27.4.c
1500:123:468:3,Greater North Sea,34F3,27.4.c
1500:123:468:4,Greater North Sea,34F3,27.4.c
1500:123:469:1,Greater North Sea,34F3,27.4.c
1500:123:469:2,Greater North Sea,34F3,27.4.c
1500:123:469:3,Greater North Sea,34F3,27.4.c
1500:123:469:4,Greater North Sea,34F3,27.4.c
1500:123:475:1,Greater North Sea,34F3,27.4.c
1500:123:475:2,Greater North Sea,34F3,27.4.c
1500:123:475:3,Greater North Sea,34F3,27.4.c
1500:123:475:4,Greater North Sea,34F3,27.4.c
1500:123:476:1,Greater North Sea,34F3,27.4.c
1500:123:476:2,Greater North Sea,34F3,27.4.c
1500:123:476:3,Greater North Sea,34F3,27.4.c
1500:123:476:4,Greater North Sea,34F3,27.4.c
1500:123:477:1,Greater North Sea,34F3,27.4.c
1500:123:477:2,Greater North Sea,34F3,27.4.c
1500:123:477:3,Greater North Sea,34F3,27.4.c
1500:123:477:4,Greater North Sea,34F3,27.4.c
1500:123:478:1,Greater North Sea,34F3,27.4.c
1500:123:478:2,Greater North Sea,34F3,27.4.c
1500:123:478:3,Greater North Sea,34F3,27.4.c
1500:123:478:4,Greater North Sea,34F3,27.4.c
1500:123:479:1,Greater North Sea,34F3,27.4.c
1500:123:479:2,Greater North Sea,34F3,27.4.c
1500:123:479:3,Greater North Sea,34F3,27.4.c
1500:123:479:4,Greater North Sea,34F3,27.4.c
1500:123:485:1,Greater North Sea,34F3,27.4.c
1500:123:485:2,Greater North Sea,34F3,27.4.c
1500:123:485:3,Greater North Sea,34F3,27.4.c
1500:123:485:4,Greater North Sea,34F3,27.4.c
1500:123:486:1,Greater North Sea,34F3,27.4.c
1500:123:486:2,Greater North Sea,34F3,27.4.c
1500:123:486:3,Greater North Sea,34F3,27.4.c
1500:123:486:4,Greater North Sea,34F3,27.4.c
1500:123:487:1,Greater North Sea,34F3,27.4.c
1500:123:487:2,Greater North Sea,34F3,27.4.c
1500:123:487:3,Greater North Sea,34F3,27.4.c
1500:123:487:4,Greater North Sea,34F3,27.4.c
1500:123:488:1,Greater North Sea,34F3,27.4.c
1500:123:488:2,Greater North Sea,34F3,27.4.c
1500:123:488:3,Greater North Sea,34F3,27.4.c
1500:123:488:4,Greater North Sea,34F3,27.4.c
1500:123:489:1,Greater North Sea,34F3,27.4.c
1500:123:489:2,Greater North Sea,34F3,27.4.c
1500:123:489:3,Greater North Sea,34F3,27.4.c
1500:123:489:4,Greater North Sea,34F3,27.4.c
1500:123:495:1,Greater North Sea,34F3,27.4.c
1500:123:495:2,Greater North Sea,34F3,27.4.c
1500:123:495:3,Greater North Sea,34F3,27.4.c
1500:123:495:4,Greater North Sea,34F3,27.4.c
1500:123:496:1,Greater North Sea,34F3,27.4.c
1500:123:496:2,Greater North Sea,34F3,27.4.c
1500:123:496:3,Greater North Sea,34F3,27.4.c
1500:123:496:4,Greater North Sea,34F3,27.4.c
1500:123:497:1,Greater North Sea,34F3,27.4.c
1500:123:497:2,Greater North Sea,34F3,27.4.c
1500:123:497:3,Greater North Sea,34F3,27.4.c
1500:123:497:4,Greater North Sea,34F3,27.4.c
1500:123:498:1,Greater North Sea,34F3,27.4.c
1500:123:498:2,Greater North Sea,34F3,27.4.c
1500:123:498:3,Greater North Sea,34F3,27.4.c
1500:123:498:4,Greater North Sea,34F3,27.4.c
1500:123:499:1,Greater North Sea,34F3,27.4.c
1500:123:499:2,Greater North Sea,34F3,27.4.c
1500:123:499:3,Greater North Sea,34F3,27.4.c
1500:123:499:4,Greater North Sea,34F3,27.4.c
1500:124:100:1,Greater North Sea,33F4,27.4.c
1500:124:100:2,Greater North Sea,33F4,27.4.c
1500:124:100:3,Greater North Sea,33F4,27.4.c
1500:124:100:4,Greater North Sea,33F4,27.4.c
1500:124:101:1,Greater North Sea,33F4,27.4.c
1500:124:101:2,NA,33F4,NA
1500:124:101:3,Greater North Sea,33F4,27.4.c
1500:124:101:4,Greater North Sea,33F4,27.4.c
1500:124:102:3,Greater North Sea,33F4,27.4.c
1500:124:102:4,NA,33F4,NA
1500:124:110:1,Greater North Sea,33F4,27.4.c
1500:124:110:2,Greater North Sea,33F4,27.4.c
1500:124:110:3,Greater North Sea,33F4,27.4.c
1500:124:110:4,Greater North Sea,33F4,27.4.c
1500:124:111:1,Greater North Sea,33F4,27.4.c
1500:124:111:2,Greater North Sea,33F4,27.4.c
1500:124:111:3,Greater North Sea,33F4,27.4.c
1500:124:111:4,Greater North Sea,33F4,27.4.c
1500:124:112:1,Greater North Sea,33F4,27.4.c
1500:124:112:2,Greater North Sea,33F4,27.4.c
1500:124:112:3,Greater North Sea,33F4,27.4.c
1500:124:112:4,Greater North Sea,33F4,27.4.c
1500:124:113:1,NA,33F4,NA
1500:124:113:3,Greater North Sea,33F4,27.4.c
1500:124:113:4,NA,33F4,NA
1500:124:120:1,Greater North Sea,33F4,27.4.c
1500:124:120:2,Greater North Sea,33F4,27.4.c
1500:124:120:3,Greater North Sea,33F4,27.4.c
1500:124:120:4,Greater North Sea,33F4,27.4.c
1500:124:121:1,Greater North Sea,33F4,27.4.c
1500:124:121:2,Greater North Sea,33F4,27.4.c
1500:124:121:3,Greater North Sea,33F4,27.4.c
1500:124:121:4,Greater North Sea,33F4,27.4.c
1500:124:122:1,Greater North Sea,33F4,27.4.c
1500:124:122:2,Greater North Sea,33F4,27.4.c
1500:124:122:3,Greater North Sea,33F4,27.4.c
1500:124:122:4,Greater North Sea,33F4,27.4.c
1500:124:123:1,Greater North Sea,33F4,27.4.c
1500:124:123:2,Greater North Sea,33F4,27.4.c
1500:124:123:3,Greater North Sea,33F4,27.4.c
1500:124:123:4,Greater North Sea,33F4,27.4.c
1500:124:124:1,NA,33F4,NA
1500:124:124:3,Greater North Sea,33F4,27.4.c
1500:124:124:4,NA,33F4,NA
1500:124:130:1,Greater North Sea,33F4,27.4.c
1500:124:130:2,Greater North Sea,33F4,27.4.c
1500:124:130:3,Greater North Sea,33F4,27.4.c
1500:124:130:4,Greater North Sea,33F4,27.4.c
1500:124:131:1,Greater North Sea,33F4,27.4.c
1500:124:131:2,Greater North Sea,33F4,27.4.c
1500:124:131:3,Greater North Sea,33F4,27.4.c
1500:124:131:4,Greater North Sea,33F4,27.4.c
1500:124:132:1,Greater North Sea,33F4,27.4.c
1500:124:132:2,Greater North Sea,33F4,27.4.c
1500:124:132:3,Greater North Sea,33F4,27.4.c
1500:124:132:4,Greater North Sea,33F4,27.4.c
1500:124:133:1,Greater North Sea,33F4,27.4.c
1500:124:133:2,Greater North Sea,33F4,27.4.c
1500:124:133:3,Greater North Sea,33F4,27.4.c
1500:124:133:4,Greater North Sea,33F4,27.4.c
1500:124:134:1,Greater North Sea,33F4,27.4.c
1500:124:134:2,Greater North Sea,33F4,27.4.c
1500:124:134:3,Greater North Sea,33F4,27.4.c
1500:124:134:4,Greater North Sea,33F4,27.4.c
1500:124:140:1,Greater North Sea,33F4,27.4.c
1500:124:140:2,Greater North Sea,33F4,27.4.c
1500:124:140:3,Greater North Sea,33F4,27.4.c
1500:124:140:4,Greater North Sea,33F4,27.4.c
1500:124:141:1,Greater North Sea,33F4,27.4.c
1500:124:141:2,Greater North Sea,33F4,27.4.c
1500:124:141:3,Greater North Sea,33F4,27.4.c
1500:124:141:4,Greater North Sea,33F4,27.4.c
1500:124:142:1,Greater North Sea,33F4,27.4.c
1500:124:142:2,Greater North Sea,33F4,27.4.c
1500:124:142:3,Greater North Sea,33F4,27.4.c
1500:124:142:4,Greater North Sea,33F4,27.4.c
1500:124:143:1,Greater North Sea,33F4,27.4.c
1500:124:143:2,Greater North Sea,33F4,27.4.c
1500:124:143:3,Greater North Sea,33F4,27.4.c
1500:124:143:4,Greater North Sea,33F4,27.4.c
1500:124:144:1,Greater North Sea,33F4,27.4.c
1500:124:144:2,Greater North Sea,33F4,27.4.c
1500:124:144:3,Greater North Sea,33F4,27.4.c
1500:124:144:4,Greater North Sea,33F4,27.4.c
1500:124:235:1,NA,33F4,NA
1500:124:235:3,Greater North Sea,33F4,27.4.c
1500:124:239:4,Greater North Sea,33F4,27.4.c
1500:124:245:1,Greater North Sea,33F4,27.4.c
1500:124:245:2,NA,33F4,NA
1500:124:245:3,Greater North Sea,33F4,27.4.c
1500:124:245:4,NA,33F4,NA
1500:124:246:3,NA,33F4,NA
1500:124:246:4,NA,33F4,NA
1500:124:350:1,Greater North Sea,34F4,27.4.c
1500:124:350:2,Greater North Sea,34F4,27.4.c
1500:124:350:3,Greater North Sea,34F4,27.4.c
1500:124:350:4,Greater North Sea,34F4,27.4.c
1500:124:351:1,Greater North Sea,34F4,27.4.c
1500:124:351:2,Greater North Sea,34F4,27.4.c
1500:124:351:3,Greater North Sea,34F4,27.4.c
1500:124:351:4,Greater North Sea,34F4,27.4.c
1500:124:352:1,Greater North Sea,34F4,27.4.c
1500:124:352:2,Greater North Sea,34F4,27.4.c
1500:124:352:3,Greater North Sea,34F4,27.4.c
1500:124:352:4,Greater North Sea,34F4,27.4.c
1500:124:353:1,Greater North Sea,34F4,27.4.c
1500:124:353:2,Greater North Sea,34F4,27.4.c
1500:124:353:3,Greater North Sea,34F4,27.4.c
1500:124:353:4,Greater North Sea,34F4,27.4.c
1500:124:354:1,Greater North Sea,34F4,27.4.c
1500:124:354:2,Greater North Sea,34F4,27.4.c
1500:124:354:3,Greater North Sea,34F4,27.4.c
1500:124:354:4,Greater North Sea,34F4,27.4.c
1500:124:360:1,Greater North Sea,34F4,27.4.c
1500:124:360:2,Greater North Sea,34F4,27.4.c
1500:124:360:3,Greater North Sea,34F4,27.4.c
1500:124:360:4,Greater North Sea,34F4,27.4.c
1500:124:361:1,Greater North Sea,34F4,27.4.c
1500:124:361:2,Greater North Sea,34F4,27.4.c
1500:124:361:3,Greater North Sea,34F4,27.4.c
1500:124:361:4,Greater North Sea,34F4,27.4.c
1500:124:362:1,Greater North Sea,34F4,27.4.c
1500:124:362:2,Greater North Sea,34F4,27.4.c
1500:124:362:3,Greater North Sea,34F4,27.4.c
1500:124:362:4,Greater North Sea,34F4,27.4.c
1500:124:363:1,Greater North Sea,34F4,27.4.c
1500:124:363:2,Greater North Sea,34F4,27.4.c
1500:124:363:3,Greater North Sea,34F4,27.4.c
1500:124:363:4,Greater North Sea,34F4,27.4.c
1500:124:364:1,Greater North Sea,34F4,27.4.c
1500:124:364:2,Greater North Sea,34F4,27.4.c
1500:124:364:3,Greater North Sea,34F4,27.4.c
1500:124:364:4,Greater North Sea,34F4,27.4.c
1500:124:370:1,Greater North Sea,34F4,27.4.c
1500:124:370:2,Greater North Sea,34F4,27.4.c
1500:124:370:3,Greater North Sea,34F4,27.4.c
1500:124:370:4,Greater North Sea,34F4,27.4.c
1500:124:371:1,Greater North Sea,34F4,27.4.c
1500:124:371:2,Greater North Sea,34F4,27.4.c
1500:124:371:3,Greater North Sea,34F4,27.4.c
1500:124:371:4,Greater North Sea,34F4,27.4.c
1500:124:372:1,Greater North Sea,34F4,27.4.c
1500:124:372:2,Greater North Sea,34F4,27.4.c
1500:124:372:3,Greater North Sea,34F4,27.4.c
1500:124:372:4,Greater North Sea,34F4,27.4.c
1500:124:373:1,Greater North Sea,34F4,27.4.c
1500:124:373:2,Greater North Sea,34F4,27.4.c
1500:124:373:3,Greater North Sea,34F4,27.4.c
1500:124:373:4,Greater North Sea,34F4,27.4.c
1500:124:374:1,Greater North Sea,34F4,27.4.c
1500:124:374:2,Greater North Sea,34F4,27.4.c
1500:124:374:3,Greater North Sea,34F4,27.4.c
1500:124:374:4,Greater North Sea,34F4,27.4.c
1500:124:380:1,Greater North Sea,34F4,27.4.c
1500:124:380:2,Greater North Sea,34F4,27.4.c
1500:124:380:3,Greater North Sea,34F4,27.4.c
1500:124:380:4,Greater North Sea,34F4,27.4.c
1500:124:381:1,Greater North Sea,34F4,27.4.c
1500:124:381:2,Greater North Sea,34F4,27.4.c
1500:124:381:3,Greater North Sea,34F4,27.4.c
1500:124:381:4,Greater North Sea,34F4,27.4.c
1500:124:382:1,Greater North Sea,34F4,27.4.c
1500:124:382:2,Greater North Sea,34F4,27.4.c
1500:124:382:3,Greater North Sea,34F4,27.4.c
1500:124:382:4,Greater North Sea,34F4,27.4.c
1500:124:383:1,Greater North Sea,34F4,27.4.c
1500:124:383:2,Greater North Sea,34F4,27.4.c
1500:124:383:3,Greater North Sea,34F4,27.4.c
1500:124:383:4,Greater North Sea,34F4,27.4.c
1500:124:384:1,Greater North Sea,34F4,27.4.c
1500:124:384:2,Greater North Sea,34F4,27.4.c
1500:124:384:3,Greater North Sea,34F4,27.4.c
1500:124:384:4,Greater North Sea,34F4,27.4.c
1500:124:390:1,Greater North Sea,34F4,27.4.c
1500:124:390:2,Greater North Sea,34F4,27.4.c
1500:124:390:3,Greater North Sea,34F4,27.4.c
1500:124:390:4,Greater North Sea,34F4,27.4.c
1500:124:391:1,Greater North Sea,34F4,27.4.c
1500:124:391:2,Greater North Sea,34F4,27.4.c
1500:124:391:3,Greater North Sea,34F4,27.4.c
1500:124:391:4,Greater North Sea,34F4,27.4.c
1500:124:392:1,Greater North Sea,34F4,27.4.c
1500:124:392:2,Greater North Sea,34F4,27.4.c
1500:124:392:3,Greater North Sea,34F4,27.4.c
1500:124:392:4,Greater North Sea,34F4,27.4.c
1500:124:393:1,Greater North Sea,34F4,27.4.c
1500:124:393:2,Greater North Sea,34F4,27.4.c
1500:124:393:3,Greater North Sea,34F4,27.4.c
1500:124:393:4,Greater North Sea,34F4,27.4.c
1500:124:394:1,Greater North Sea,34F4,27.4.c
1500:124:394:2,Greater North Sea,34F4,27.4.c
1500:124:394:3,Greater North Sea,34F4,27.4.c
1500:124:394:4,Greater North Sea,34F4,27.4.c
1500:124:455:1,Greater North Sea,34F4,27.4.c
1500:124:455:2,Greater North Sea,34F4,27.4.c
1500:124:455:3,Greater North Sea,34F4,27.4.c
1500:124:455:4,Greater North Sea,34F4,27.4.c
1500:124:456:3,NA,34F4,NA
1500:124:465:1,Greater North Sea,34F4,27.4.c
1500:124:465:2,Greater North Sea,34F4,27.4.c
1500:124:465:3,Greater North Sea,34F4,27.4.c
1500:124:465:4,Greater North Sea,34F4,27.4.c
1500:124:466:1,NA,34F4,NA
1500:124:466:3,Greater North Sea,34F4,27.4.c
1500:124:475:1,Greater North Sea,34F4,27.4.c
1500:124:475:2,Greater North Sea,34F4,27.4.c
1500:124:475:3,Greater North Sea,34F4,27.4.c
1500:124:475:4,Greater North Sea,34F4,27.4.c
1500:124:476:1,Greater North Sea,34F4,27.4.c
1500:124:476:3,Greater North Sea,34F4,27.4.c
1500:124:476:4,NA,34F4,NA
1500:124:477:1,NA,34F4,NA
1500:124:485:1,Greater North Sea,34F4,27.4.c
1500:124:485:2,Greater North Sea,34F4,27.4.c
1500:124:485:3,Greater North Sea,34F4,27.4.c
1500:124:485:4,Greater North Sea,34F4,27.4.c
1500:124:486:1,Greater North Sea,34F4,27.4.c
1500:124:486:2,Greater North Sea,34F4,27.4.c
1500:124:486:3,Greater North Sea,34F4,27.4.c
1500:124:486:4,Greater North Sea,34F4,27.4.c
1500:124:487:3,NA,34F4,NA
1500:124:495:1,Greater North Sea,34F4,27.4.c
1500:124:495:2,Greater North Sea,34F4,27.4.c
1500:124:495:3,Greater North Sea,34F4,27.4.c
1500:124:495:4,Greater North Sea,34F4,27.4.c
1500:124:496:1,Greater North Sea,34F4,27.4.c
1500:124:496:2,Greater North Sea,34F4,27.4.c
1500:124:496:3,Greater North Sea,34F4,27.4.c
1500:124:496:4,NA,34F4,NA
1500:124:497:1,NA,34F4,NA
1500:124:497:2,NA,34F4,NA
1500:124:497:3,Greater North Sea,34F4,27.4.c
1500:124:497:4,Greater North Sea,34F4,27.4.c
1500:124:498:1,Greater North Sea,34F4,27.4.c
1500:124:498:2,Greater North Sea,34F4,27.4.c
1500:124:498:3,Greater North Sea,34F4,27.4.c
1500:124:498:4,Greater North Sea,34F4,27.4.c
1500:124:499:1,Greater North Sea,34F4,27.4.c
1500:124:499:2,NA,34F4,NA
1500:124:499:3,Greater North Sea,34F4,27.4.c
1500:124:499:4,Greater North Sea,34F4,27.4.c
1500:130:101:2,NA,35F0,NA
1500:130:102:1,Greater North Sea,35F0,27.4.c
1500:130:102:2,Greater North Sea,35F0,27.4.c
1500:130:103:1,Greater North Sea,35F0,27.4.c
1500:130:103:2,Greater North Sea,35F0,27.4.c
1500:130:103:3,Greater North Sea,35F0,27.4.c
1500:130:103:4,Greater North Sea,35F0,27.4.c
1500:130:104:1,Greater North Sea,35F0,27.4.c
1500:130:104:2,Greater North Sea,35F0,27.4.c
1500:130:104:4,Greater North Sea,35F0,27.4.c
1500:130:113:1,NA,35F0,NA
1500:130:113:2,Greater North Sea,35F0,27.4.c
1500:130:113:4,Greater North Sea,35F0,27.4.c
1500:130:114:2,Greater North Sea,35F0,27.4.c
1500:130:123:2,Greater North Sea,35F0,27.4.c
1500:130:123:3,Greater North Sea,35F0,27.4.c
1500:130:132:2,NA,35F0,NA
1500:130:132:3,NA,35F0,NA
1500:130:132:4,Greater North Sea,35F0,27.4.c
1500:130:133:1,Greater North Sea,35F0,27.4.c
1500:130:133:2,Greater North Sea,35F0,27.4.c
1500:130:133:3,Greater North Sea,35F0,27.4.c
1500:130:133:4,Greater North Sea,35F0,27.4.c
1500:130:134:2,Greater North Sea,35F0,27.4.c
1500:130:134:3,Greater North Sea,35F0,27.4.c
1500:130:141:2,NA,35F0,NA
1500:130:141:3,NA,35F0,NA
1500:130:141:4,Greater North Sea,35F0,27.4.c
1500:130:142:1,Greater North Sea,35F0,27.4.c
1500:130:142:2,Greater North Sea,35F0,27.4.c
1500:130:142:3,Greater North Sea,35F0,27.4.c
1500:130:143:1,Greater North Sea,35F0,27.4.c
1500:130:143:2,Greater North Sea,35F0,27.4.c
1500:130:143:4,Greater North Sea,35F0,27.4.c
1500:130:144:1,Greater North Sea,35F0,27.4.c
1500:130:144:2,Greater North Sea,35F0,27.4.c
1500:130:144:3,Greater North Sea,35F0,27.4.c
1500:130:144:4,Greater North Sea,35F0,27.4.c
1500:130:205:1,Greater North Sea,35F0,27.4.c
1500:130:205:2,Greater North Sea,35F0,27.4.c
1500:130:205:3,Greater North Sea,35F0,27.4.c
1500:130:205:4,Greater North Sea,35F0,27.4.c
1500:130:206:1,Greater North Sea,35F0,27.4.c
1500:130:206:2,Greater North Sea,35F0,27.4.c
1500:130:206:3,Greater North Sea,35F0,27.4.c
1500:130:206:4,Greater North Sea,35F0,27.4.c
1500:130:207:1,Greater North Sea,35F0,27.4.c
1500:130:207:2,Greater North Sea,35F0,27.4.c
1500:130:207:3,Greater North Sea,35F0,27.4.c
1500:130:207:4,Greater North Sea,35F0,27.4.c
1500:130:208:1,Greater North Sea,35F0,27.4.c
1500:130:208:2,Greater North Sea,35F0,27.4.c
1500:130:208:3,Greater North Sea,35F0,27.4.c
1500:130:208:4,Greater North Sea,35F0,27.4.c
1500:130:209:1,Greater North Sea,35F0,27.4.c
1500:130:209:2,Greater North Sea,35F0,27.4.c
1500:130:215:1,Greater North Sea,35F0,27.4.c
1500:130:215:2,Greater North Sea,35F0,27.4.c
1500:130:215:4,Greater North Sea,35F0,27.4.c
1500:130:216:2,Greater North Sea,35F0,27.4.c
1500:130:216:3,Greater North Sea,35F0,27.4.c
1500:130:216:4,Greater North Sea,35F0,27.4.c
1500:130:217:1,Greater North Sea,35F0,27.4.c
1500:130:217:2,Greater North Sea,35F0,27.4.c
1500:130:217:3,Greater North Sea,35F0,27.4.c
1500:130:217:4,Greater North Sea,35F0,27.4.c
1500:130:218:1,Greater North Sea,35F0,27.4.c
1500:130:218:3,Greater North Sea,35F0,27.4.c
1500:130:219:1,Greater North Sea,35F0,27.4.c
1500:130:225:1,Greater North Sea,35F0,27.4.c
1500:130:225:2,Greater North Sea,35F0,27.4.c
1500:130:226:1,Greater North Sea,35F0,27.4.c
1500:130:227:1,Greater North Sea,35F0,27.4.c
1500:130:227:2,Greater North Sea,35F0,27.4.c
1500:130:227:3,Greater North Sea,35F0,27.4.c
1500:130:228:3,Greater North Sea,35F0,27.4.c
1500:130:229:4,Greater North Sea,35F0,27.4.c
1500:130:235:3,Greater North Sea,35F0,27.4.c
1500:130:235:4,Greater North Sea,35F0,27.4.c
1500:130:236:1,Greater North Sea,35F0,27.4.c
1500:130:236:2,Greater North Sea,35F0,27.4.c
1500:130:236:3,Greater North Sea,35F0,27.4.c
1500:130:236:4,Greater North Sea,35F0,27.4.c
1500:130:237:1,Greater North Sea,35F0,27.4.c
1500:130:237:2,Greater North Sea,35F0,27.4.c
1500:130:237:3,Greater North Sea,35F0,27.4.c
1500:130:237:4,Greater North Sea,35F0,27.4.c
1500:130:238:4,Greater North Sea,35F0,27.4.c
1500:130:239:1,Greater North Sea,35F0,27.4.c
1500:130:239:2,Greater North Sea,35F0,27.4.c
1500:130:239:3,Greater North Sea,35F0,27.4.c
1500:130:245:1,Greater North Sea,35F0,27.4.c
1500:130:245:2,Greater North Sea,35F0,27.4.c
1500:130:245:3,Greater North Sea,35F0,27.4.c
1500:130:245:4,Greater North Sea,35F0,27.4.c
1500:130:246:1,Greater North Sea,35F0,27.4.c
1500:130:246:2,Greater North Sea,35F0,27.4.c
1500:130:246:3,Greater North Sea,35F0,27.4.c
1500:130:246:4,Greater North Sea,35F0,27.4.c
1500:130:247:1,Greater North Sea,35F0,27.4.c
1500:130:247:2,Greater North Sea,35F0,27.4.c
1500:130:247:3,Greater North Sea,35F0,27.4.c
1500:130:247:4,Greater North Sea,35F0,27.4.c
1500:130:248:1,Greater North Sea,35F0,27.4.c
1500:130:248:2,Greater North Sea,35F0,27.4.c
1500:130:248:3,Greater North Sea,35F0,27.4.c
1500:130:248:4,Greater North Sea,35F0,27.4.c
1500:130:249:1,Greater North Sea,35F0,27.4.c
1500:130:249:3,Greater North Sea,35F0,27.4.c
1500:130:249:4,Greater North Sea,35F0,27.4.c
1500:130:350:1,Greater North Sea,36F0,27.4.b
1500:130:350:2,Greater North Sea,36F0,27.4.b
1500:130:350:3,Greater North Sea,36F0,27.4.b
1500:130:350:4,Greater North Sea,36F0,27.4.b
1500:130:351:1,Greater North Sea,36F0,27.4.b
1500:130:351:2,Greater North Sea,36F0,27.4.b
1500:130:351:3,Greater North Sea,36F0,27.4.b
1500:130:351:4,Greater North Sea,36F0,27.4.b
1500:130:352:1,Greater North Sea,36F0,27.4.b
1500:130:352:2,Greater North Sea,36F0,27.4.b
1500:130:352:3,Greater North Sea,36F0,27.4.b
1500:130:352:4,Greater North Sea,36F0,27.4.b
1500:130:353:1,Greater North Sea,36F0,27.4.b
1500:130:353:2,Greater North Sea,36F0,27.4.b
1500:130:353:3,Greater North Sea,36F0,27.4.b
1500:130:353:4,Greater North Sea,36F0,27.4.b
1500:130:354:1,Greater North Sea,36F0,27.4.b
1500:130:354:2,Greater North Sea,36F0,27.4.b
1500:130:354:3,Greater North Sea,36F0,27.4.b
1500:130:354:4,Greater North Sea,36F0,27.4.b
1500:130:360:1,Greater North Sea,36F0,27.4.b
1500:130:360:2,Greater North Sea,36F0,27.4.b
1500:130:361:2,Greater North Sea,36F0,27.4.b
1500:130:361:3,Greater North Sea,36F0,27.4.b
1500:130:361:4,Greater North Sea,36F0,27.4.b
1500:130:362:1,Greater North Sea,36F0,27.4.b
1500:130:362:2,Greater North Sea,36F0,27.4.b
1500:130:362:3,Greater North Sea,36F0,27.4.b
1500:130:362:4,Greater North Sea,36F0,27.4.b
1500:130:363:1,Greater North Sea,36F0,27.4.b
1500:130:363:2,Greater North Sea,36F0,27.4.b
1500:130:363:3,Greater North Sea,36F0,27.4.b
1500:130:363:4,Greater North Sea,36F0,27.4.b
1500:130:364:1,Greater North Sea,36F0,27.4.b
1500:130:364:2,Greater North Sea,36F0,27.4.b
1500:130:364:3,Greater North Sea,36F0,27.4.b
1500:130:364:4,Greater North Sea,36F0,27.4.b
1500:130:370:2,Greater North Sea,36F0,27.4.b
1500:130:370:3,Greater North Sea,36F0,27.4.b
1500:130:370:4,Greater North Sea,36F0,27.4.b
1500:130:371:1,Greater North Sea,36F0,27.4.b
1500:130:371:2,Greater North Sea,36F0,27.4.b
1500:130:371:3,Greater North Sea,36F0,27.4.b
1500:130:371:4,Greater North Sea,36F0,27.4.b
1500:130:372:1,Greater North Sea,36F0,27.4.b
1500:130:372:2,Greater North Sea,36F0,27.4.b
1500:130:372:3,Greater North Sea,36F0,27.4.b
1500:130:372:4,Greater North Sea,36F0,27.4.b
1500:130:373:1,Greater North Sea,36F0,27.4.b
1500:130:373:2,Greater North Sea,36F0,27.4.b
1500:130:373:3,Greater North Sea,36F0,27.4.b
1500:130:373:4,Greater North Sea,36F0,27.4.b
1500:130:374:1,Greater North Sea,36F0,27.4.b
1500:130:374:2,Greater North Sea,36F0,27.4.b
1500:130:374:3,Greater North Sea,36F0,27.4.b
1500:130:374:4,Greater North Sea,36F0,27.4.b
1500:130:380:1,Greater North Sea,36F0,27.4.b
1500:130:380:2,Greater North Sea,36F0,27.4.b
1500:130:380:3,Greater North Sea,36F0,27.4.b
1500:130:380:4,Greater North Sea,36F0,27.4.b
1500:130:381:1,Greater North Sea,36F0,27.4.b
1500:130:381:2,Greater North Sea,36F0,27.4.b
1500:130:381:3,Greater North Sea,36F0,27.4.b
1500:130:381:4,Greater North Sea,36F0,27.4.b
1500:130:382:1,Greater North Sea,36F0,27.4.b
1500:130:382:2,Greater North Sea,36F0,27.4.b
1500:130:382:3,Greater North Sea,36F0,27.4.b
1500:130:382:4,Greater North Sea,36F0,27.4.b
1500:130:383:1,Greater North Sea,36F0,27.4.b
1500:130:383:2,Greater North Sea,36F0,27.4.b
1500:130:383:3,Greater North Sea,36F0,27.4.b
1500:130:383:4,Greater North Sea,36F0,27.4.b
1500:130:384:1,Greater North Sea,36F0,27.4.b
1500:130:384:2,Greater North Sea,36F0,27.4.b
1500:130:384:3,Greater North Sea,36F0,27.4.b
1500:130:384:4,Greater North Sea,36F0,27.4.b
1500:130:390:1,Greater North Sea,36F0,27.4.b
1500:130:390:2,Greater North Sea,36F0,27.4.b
1500:130:390:3,Greater North Sea,36F0,27.4.b
1500:130:390:4,Greater North Sea,36F0,27.4.b
1500:130:391:1,Greater North Sea,36F0,27.4.b
1500:130:391:2,Greater North Sea,36F0,27.4.b
1500:130:391:3,Greater North Sea,36F0,27.4.b
1500:130:391:4,Greater North Sea,36F0,27.4.b
1500:130:392:1,Greater North Sea,36F0,27.4.b
1500:130:392:2,Greater North Sea,36F0,27.4.b
1500:130:392:3,Greater North Sea,36F0,27.4.b
1500:130:392:4,Greater North Sea,36F0,27.4.b
1500:130:393:1,Greater North Sea,36F0,27.4.b
1500:130:393:2,Greater North Sea,36F0,27.4.b
1500:130:393:3,Greater North Sea,36F0,27.4.b
1500:130:393:4,Greater North Sea,36F0,27.4.b
1500:130:394:1,Greater North Sea,36F0,27.4.b
1500:130:394:2,Greater North Sea,36F0,27.4.b
1500:130:394:3,Greater North Sea,36F0,27.4.b
1500:130:394:4,Greater North Sea,36F0,27.4.b
1500:130:455:1,Greater North Sea,36F0,27.4.b
1500:130:455:2,Greater North Sea,36F0,27.4.b
1500:130:455:3,Greater North Sea,36F0,27.4.b
1500:130:455:4,Greater North Sea,36F0,27.4.b
1500:130:456:1,Greater North Sea,36F0,27.4.b
1500:130:456:2,Greater North Sea,36F0,27.4.b
